"#","Date Time GMT+01:00","Low Range μS/cm (LGR S/N: 10274764 SEN S/N: 10274764)","High Range μS/cm (LGR S/N: 10274764 SEN S/N: 10274764)","Temp °C (LGR S/N: 10274764 SEN S/N: 10274764)","Batt V (LGR S/N: 10274764 SEN S/N: 10274764)","Coupler Detached (LGR S/N: 10274764)","Coupler Attached (LGR S/N: 10274764)","Host Connected (LGR S/N: 10274764)","Stopped (LGR S/N: 10274764)","End Of File (LGR S/N: 10274764)"
55,03/26/13 01:41:30 PM,0.0,0.0,23.05,3.60,,,,,
56,03/26/13 01:41:35 PM,0.0,0.0,22.98,3.60,,,,,
57,03/26/13 01:41:40 PM,0.0,0.0,23.00,3.60,,,,,
58,03/26/13 01:41:45 PM,0.0,0.0,23.01,3.60,,,,,
59,03/26/13 01:41:50 PM,0.0,0.0,22.98,3.60,,,,,
60,03/26/13 01:41:55 PM,0.0,0.0,22.91,3.60,,,,,
61,03/26/13 01:42:00 PM,0.0,0.0,22.87,3.60,,,,,
62,03/26/13 01:42:05 PM,0.0,0.0,22.79,3.60,,,,,
63,03/26/13 01:42:10 PM,0.0,0.0,22.81,3.60,,,,,
64,03/26/13 01:42:15 PM,0.0,0.0,22.84,3.60,,,,,
65,03/26/13 01:42:20 PM,0.0,0.0,22.87,3.60,,,,,
66,03/26/13 01:42:25 PM,0.0,0.0,22.86,3.60,,,,,
67,03/26/13 01:42:30 PM,0.0,0.0,22.87,3.60,,,,,
68,03/26/13 01:42:35 PM,0.0,0.0,22.81,3.60,,,,,
69,03/26/13 01:42:40 PM,0.0,0.0,22.86,3.60,,,,,
70,03/26/13 01:42:45 PM,0.0,0.0,22.81,3.60,,,,,
71,03/26/13 01:42:50 PM,0.0,0.0,22.81,3.60,,,,,
72,03/26/13 01:42:55 PM,0.0,0.0,22.83,3.60,,,,,
73,03/26/13 01:43:00 PM,0.0,0.0,22.81,3.60,,,,,
74,03/26/13 01:43:05 PM,0.0,0.0,22.83,3.60,,,,,
75,03/26/13 01:43:10 PM,0.0,0.0,22.84,3.60,,,,,
76,03/26/13 01:43:15 PM,0.0,0.0,22.86,3.60,,,,,
77,03/26/13 01:43:20 PM,0.0,0.0,22.81,3.60,,,,,
78,03/26/13 01:43:25 PM,0.0,0.0,22.84,3.60,,,,,
79,03/26/13 01:43:30 PM,0.0,0.0,22.84,3.60,,,,,
80,03/26/13 01:43:35 PM,0.0,0.0,22.86,3.60,,,,,
81,03/26/13 01:43:40 PM,0.0,0.0,22.87,3.60,,,,,
82,03/26/13 01:43:45 PM,0.0,0.0,22.88,3.60,,,,,
83,03/26/13 01:43:50 PM,0.0,0.0,22.84,3.60,,,,,
84,03/26/13 01:43:55 PM,0.0,0.0,22.86,3.60,,,,,
85,03/26/13 01:44:00 PM,0.0,0.0,22.87,3.60,,,,,
86,03/26/13 01:44:05 PM,0.0,0.0,22.87,3.60,,,,,
87,03/26/13 01:44:10 PM,0.0,0.0,22.79,3.60,,,,,
88,03/26/13 01:44:15 PM,0.0,0.0,22.76,3.60,,,,,
89,03/26/13 01:44:20 PM,0.0,0.0,22.74,3.60,,,,,
90,03/26/13 01:44:25 PM,0.0,0.0,22.77,3.60,,,,,
91,03/26/13 01:44:30 PM,0.0,0.0,22.76,3.60,,,,,
92,03/26/13 01:44:35 PM,0.0,0.0,22.80,3.60,,,,,
93,03/26/13 01:44:40 PM,0.0,0.0,22.80,3.60,,,,,
94,03/26/13 01:44:45 PM,0.0,0.0,22.79,3.60,,,,,
95,03/26/13 01:44:50 PM,0.0,0.0,22.80,3.60,,,,,
96,03/26/13 01:44:55 PM,0.0,0.0,22.79,3.60,,,,,
97,03/26/13 01:45:00 PM,0.0,0.0,22.70,3.60,,,,,
98,03/26/13 01:45:05 PM,0.0,0.0,22.69,3.60,,,,,
99,03/26/13 01:45:10 PM,0.0,0.0,22.66,3.60,,,,,
100,03/26/13 01:45:15 PM,0.0,0.0,22.67,3.60,,,,,
101,03/26/13 01:45:20 PM,0.0,0.0,22.73,3.60,,,,,
102,03/26/13 01:45:25 PM,0.0,0.0,22.73,3.60,,,,,
103,03/26/13 01:45:30 PM,0.0,0.0,22.73,3.60,,,,,
104,03/26/13 01:45:35 PM,0.0,0.0,22.76,3.60,,,,,
105,03/26/13 01:45:40 PM,0.0,0.0,22.77,3.60,,,,,
106,03/26/13 01:45:45 PM,0.0,0.0,22.79,3.60,,,,,
107,03/26/13 01:45:50 PM,0.0,0.0,22.79,3.60,,,,,
108,03/26/13 01:45:55 PM,0.0,0.0,22.79,3.60,,,,,
109,03/26/13 01:46:00 PM,0.0,0.0,22.80,3.60,,,,,
110,03/26/13 01:46:05 PM,0.0,0.0,22.80,3.60,,,,,
111,03/26/13 01:46:10 PM,0.0,0.0,22.80,3.60,,,,,
112,03/26/13 01:46:15 PM,0.0,0.0,22.80,3.60,,,,,
113,03/26/13 01:46:20 PM,0.0,0.0,22.80,3.60,,,,,
114,03/26/13 01:46:25 PM,0.0,0.0,22.79,3.60,,,,,
115,03/26/13 01:46:30 PM,0.0,0.0,22.80,3.60,,,,,
116,03/26/13 01:46:35 PM,0.0,0.0,22.77,3.60,,,,,
117,03/26/13 01:46:40 PM,0.0,0.0,22.76,3.60,,,,,
118,03/26/13 01:46:45 PM,0.0,0.0,22.74,3.60,,,,,
119,03/26/13 01:46:50 PM,0.0,0.0,22.74,3.60,,,,,
120,03/26/13 01:46:55 PM,0.0,0.0,22.73,3.60,,,,,
121,03/26/13 01:47:00 PM,0.0,0.0,22.73,3.60,,,,,
122,03/26/13 01:47:05 PM,0.0,0.0,22.72,3.60,,,,,
123,03/26/13 01:47:10 PM,0.0,0.0,22.70,3.60,,,,,
124,03/26/13 01:47:15 PM,0.0,0.0,22.69,3.60,,,,,
125,03/26/13 01:47:20 PM,0.0,0.0,22.69,3.60,,,,,
126,03/26/13 01:47:25 PM,0.0,0.0,22.69,3.60,,,,,
127,03/26/13 01:47:30 PM,0.0,0.0,22.69,3.60,,,,,
128,03/26/13 01:47:35 PM,0.0,0.0,22.69,3.60,,,,,
129,03/26/13 01:47:40 PM,0.0,0.0,22.69,3.60,,,,,
130,03/26/13 01:47:45 PM,0.0,0.0,22.67,3.60,,,,,
131,03/26/13 01:47:50 PM,0.0,0.0,22.66,3.60,,,,,
132,03/26/13 01:47:55 PM,0.0,0.0,22.66,3.60,,,,,
133,03/26/13 01:48:00 PM,0.0,0.0,22.65,3.60,,,,,
134,03/26/13 01:48:05 PM,0.0,0.0,22.63,3.60,,,,,
135,03/26/13 01:48:10 PM,0.0,0.0,22.62,3.60,,,,,
136,03/26/13 01:48:15 PM,0.0,0.0,22.60,3.60,,,,,
137,03/26/13 01:48:20 PM,0.0,0.0,22.58,3.60,,,,,
138,03/26/13 01:48:25 PM,0.0,0.0,22.56,3.60,,,,,
139,03/26/13 01:48:30 PM,0.0,0.0,22.55,3.60,,,,,
140,03/26/13 01:48:35 PM,1249.3,1243.6,19.52,3.60,,,,,
141,03/26/13 01:48:40 PM,1154.8,1133.9,19.12,3.60,,,,,
142,03/26/13 01:48:45 PM,1144.3,1121.7,18.87,3.60,,,,,
143,03/26/13 01:48:50 PM,1145.4,1122.9,18.72,3.60,,,,,
144,03/26/13 01:48:55 PM,1140.9,1118.6,18.59,3.60,,,,,
145,03/26/13 01:49:00 PM,1141.5,1118.0,18.63,3.60,,,,,
146,03/26/13 01:49:05 PM,1135.4,1111.9,18.41,3.60,,,,,
147,03/26/13 01:49:10 PM,1137.1,1113.1,18.45,3.60,,,,,
148,03/26/13 01:49:15 PM,1134.3,1110.1,18.29,3.60,,,,,
149,03/26/13 01:49:20 PM,1134.9,1110.1,18.27,3.60,,,,,
150,03/26/13 01:49:25 PM,1134.3,1110.7,18.24,3.60,,,,,
151,03/26/13 01:49:30 PM,1137.6,1113.1,18.27,3.60,,,,,
152,03/26/13 01:49:35 PM,1133.7,1110.1,18.23,3.60,,,,,
153,03/26/13 01:49:40 PM,1133.7,1109.5,18.23,3.60,,,,,
154,03/26/13 01:49:45 PM,1133.7,1109.5,18.20,3.60,,,,,
155,03/26/13 01:49:50 PM,1133.2,1108.2,18.20,3.60,,,,,
156,03/26/13 01:49:55 PM,1134.3,1109.5,18.29,3.60,,,,,
157,03/26/13 01:50:00 PM,1134.3,1110.1,18.31,3.60,,,,,
158,03/26/13 01:50:05 PM,1136.0,1111.3,18.31,3.60,,,,,
159,03/26/13 01:50:10 PM,1139.3,1114.3,18.40,3.60,,,,,
160,03/26/13 01:50:15 PM,1139.8,1116.2,18.29,3.60,,,,,
161,03/26/13 01:50:20 PM,1133.2,1108.2,18.20,3.60,,,,,
162,03/26/13 01:50:25 PM,1133.2,1108.2,18.23,3.60,,,,,
163,03/26/13 01:50:30 PM,1133.7,1109.5,18.27,3.60,,,,,
164,03/26/13 01:50:35 PM,1133.2,1108.2,18.24,3.60,,,,,
165,03/26/13 01:50:40 PM,1133.2,1108.2,18.24,3.60,,,,,
166,03/26/13 01:50:45 PM,1132.6,1107.6,18.22,3.60,,,,,
167,03/26/13 01:50:50 PM,1132.6,1107.6,18.20,3.60,,,,,
168,03/26/13 01:50:55 PM,1132.1,1107.0,18.20,3.60,,,,,
169,03/26/13 01:51:00 PM,1132.6,1107.6,18.23,3.60,,,,,
170,03/26/13 01:51:05 PM,1132.1,1106.4,18.19,3.60,,,,,
171,03/26/13 01:51:10 PM,1131.5,1106.4,18.22,3.60,,,,,
172,03/26/13 01:51:15 PM,1131.5,1106.4,18.23,3.60,,,,,
173,03/26/13 01:51:20 PM,1132.1,1107.0,18.24,3.60,,,,,
174,03/26/13 01:51:25 PM,1131.5,1106.4,18.22,3.60,,,,,
175,03/26/13 01:51:30 PM,1131.0,1105.8,18.20,3.60,,,,,
176,03/26/13 01:51:35 PM,1129.9,1103.4,18.19,3.60,,,,,
177,03/26/13 01:51:40 PM,1129.3,1104.6,18.22,3.60,,,,,
178,03/26/13 01:51:45 PM,1129.3,1104.0,18.22,3.60,,,,,
179,03/26/13 01:51:50 PM,1129.3,1104.6,18.20,3.60,,,,,
180,03/26/13 01:51:55 PM,1129.3,1104.0,18.20,3.60,,,,,
181,03/26/13 01:52:00 PM,1130.4,1104.6,18.22,3.60,,,,,
182,03/26/13 01:52:05 PM,1129.3,1104.6,18.20,3.60,,,,,
183,03/26/13 01:52:10 PM,1129.3,1104.6,18.17,3.60,,,,,
184,03/26/13 01:52:15 PM,1129.3,1104.0,18.19,3.60,,,,,
185,03/26/13 01:52:20 PM,1129.3,1104.0,18.19,3.60,,,,,
186,03/26/13 01:52:25 PM,1129.3,1104.0,18.19,3.60,,,,,
187,03/26/13 01:52:30 PM,1129.3,1104.0,18.20,3.60,,,,,
188,03/26/13 01:52:35 PM,1129.3,1104.6,18.22,3.60,,,,,
189,03/26/13 01:52:40 PM,1128.8,1104.0,18.20,3.60,,,,,
190,03/26/13 01:52:45 PM,1128.8,1104.0,18.19,3.60,,,,,
191,03/26/13 01:52:50 PM,1128.8,1104.0,18.19,3.60,,,,,
192,03/26/13 01:52:55 PM,1128.8,1102.8,18.19,3.60,,,,,
193,03/26/13 01:53:00 PM,1129.3,1104.0,18.20,3.60,,,,,
194,03/26/13 01:53:05 PM,1130.4,1104.6,18.22,3.60,,,,,
195,03/26/13 01:53:10 PM,1130.4,1104.6,18.20,3.60,,,,,
196,03/26/13 01:53:15 PM,1130.4,1104.6,18.19,3.60,,,,,
197,03/26/13 01:53:20 PM,1129.3,1104.0,18.19,3.60,,,,,
198,03/26/13 01:53:25 PM,1130.4,1104.6,18.19,3.60,,,,,
199,03/26/13 01:53:30 PM,1129.3,1104.0,18.20,3.60,,,,,
200,03/26/13 01:53:35 PM,1130.4,1104.0,18.22,3.60,,,,,
201,03/26/13 01:53:40 PM,1130.4,1104.0,18.22,3.60,,,,,
202,03/26/13 01:53:45 PM,1130.4,1104.0,18.22,3.60,,,,,
203,03/26/13 01:53:50 PM,1130.4,1104.6,18.23,3.60,,,,,
204,03/26/13 01:53:55 PM,1130.4,1104.6,18.22,3.60,,,,,
205,03/26/13 01:54:00 PM,1130.4,1104.0,18.23,3.60,,,,,
206,03/26/13 01:54:05 PM,1130.4,1104.0,18.23,3.60,,,,,
207,03/26/13 01:54:10 PM,1130.4,1104.6,18.24,3.60,,,,,
208,03/26/13 01:54:15 PM,1130.4,1104.6,18.24,3.60,,,,,
209,03/26/13 01:54:20 PM,1129.3,1103.4,18.19,3.60,,,,,
210,03/26/13 01:54:25 PM,1129.3,1104.0,18.19,3.60,,,,,
211,03/26/13 01:54:30 PM,1129.3,1103.4,18.19,3.60,,,,,
212,03/26/13 01:54:35 PM,1128.8,1102.8,18.19,3.60,,,,,
213,03/26/13 01:54:40 PM,1129.3,1103.4,18.19,3.60,,,,,
214,03/26/13 01:54:45 PM,1129.3,1103.4,18.19,3.60,,,,,
215,03/26/13 01:54:50 PM,1128.8,1102.2,18.20,3.60,,,,,
216,03/26/13 01:54:55 PM,1132.1,1105.8,18.19,3.60,,,,,
217,03/26/13 01:55:00 PM,1134.3,1108.9,18.19,3.60,,,,,
218,03/26/13 01:55:05 PM,1134.3,1107.6,18.19,3.60,,,,,
219,03/26/13 01:55:10 PM,1135.4,1109.5,18.19,3.60,,,,,
220,03/26/13 01:55:15 PM,1135.4,1110.7,18.20,3.60,,,,,
221,03/26/13 01:55:20 PM,1136.5,1110.7,18.20,3.60,,,,,
222,03/26/13 01:55:25 PM,1137.1,1111.3,18.20,3.60,,,,,
223,03/26/13 01:55:30 PM,1134.9,1108.9,18.20,3.60,,,,,
224,03/26/13 01:55:35 PM,1138.2,1112.5,18.19,3.60,,,,,
225,03/26/13 01:55:40 PM,1132.1,1105.8,18.19,3.60,,,,,
226,03/26/13 01:55:45 PM,1133.2,1107.6,18.19,3.60,,,,,
227,03/26/13 01:55:50 PM,2412.9,2499.1,18.54,3.60,,,,,
228,03/26/13 01:55:55 PM,11979.7,12285.5,19.31,3.60,,,,,
229,03/26/13 01:56:00 PM,13968.1,14161.7,19.47,3.60,,,,,
230,03/26/13 01:56:05 PM,14093.2,14271.7,19.53,3.60,,,,,
231,03/26/13 01:56:10 PM,14182.7,14372.1,19.57,3.60,,,,,
232,03/26/13 01:56:15 PM,14206.6,14392.0,19.59,3.60,,,,,
233,03/26/13 01:56:20 PM,14241.7,14409.4,19.59,3.60,,,,,
234,03/26/13 01:56:25 PM,14241.7,14413.1,19.59,3.60,,,,,
235,03/26/13 01:56:30 PM,14254.4,14425.5,19.60,3.60,,,,,
236,03/26/13 01:56:35 PM,14234.7,14411.8,19.60,3.60,,,,,
237,03/26/13 01:56:40 PM,14258.6,14413.1,19.59,3.60,,,,,
238,03/26/13 01:56:45 PM,14251.6,14411.8,19.57,3.60,,,,,
239,03/26/13 01:56:50 PM,14264.2,14411.8,19.56,3.60,,,,,
240,03/26/13 01:56:55 PM,14264.2,14424.3,19.57,3.60,,,,,
241,03/26/13 01:57:00 PM,14271.3,14416.8,19.56,3.60,,,,,
242,03/26/13 01:57:05 PM,14264.2,14421.8,19.57,3.60,,,,,
243,03/26/13 01:57:10 PM,14275.5,14428.0,19.59,3.60,,,,,
244,03/26/13 01:57:15 PM,14281.2,14429.2,19.59,3.60,,,,,
245,03/26/13 01:57:20 PM,14282.6,14433.0,19.59,3.60,,,,,
246,03/26/13 01:57:25 PM,14281.2,14436.7,19.59,3.60,,,,,
247,03/26/13 01:57:30 PM,14288.2,14439.2,19.60,3.60,,,,,
248,03/26/13 01:57:35 PM,14281.2,14442.9,19.60,3.60,,,,,
249,03/26/13 01:57:40 PM,14292.4,14439.2,19.60,3.60,,,,,
250,03/26/13 01:57:45 PM,14305.2,14451.6,19.60,3.60,,,,,
251,03/26/13 01:57:50 PM,14305.2,14440.4,19.60,3.60,,,,,
252,03/26/13 01:57:55 PM,14305.2,14445.4,19.61,3.60,,,,,
253,03/26/13 01:58:00 PM,14316.5,14450.4,19.61,3.60,,,,,
254,03/26/13 01:58:05 PM,14312.2,14455.4,19.61,3.60,,,,,
255,03/26/13 01:58:10 PM,14322.1,14452.9,19.61,3.60,,,,,
256,03/26/13 01:58:15 PM,14298.1,14441.7,19.64,3.60,,,,,
257,03/26/13 01:58:20 PM,14291.0,14419.3,19.64,3.60,,,,,
258,03/26/13 01:58:25 PM,14298.1,14431.7,19.64,3.60,,,,,
259,03/26/13 01:58:30 PM,14322.1,14450.4,19.64,3.60,,,,,
260,03/26/13 01:58:35 PM,14309.4,14430.5,19.64,3.60,,,,,
261,03/26/13 01:58:40 PM,14302.3,14437.9,19.66,3.60,,,,,
262,03/26/13 01:58:45 PM,14309.4,14449.1,19.64,3.60,,,,,
263,03/26/13 01:58:50 PM,14302.3,14435.5,19.66,3.60,,,,,
264,03/26/13 01:58:55 PM,14241.7,14379.5,19.63,3.60,,,,,
265,03/26/13 01:59:00 PM,14217.8,14334.9,19.63,3.60,,,,,
266,03/26/13 01:59:05 PM,14168.7,14281.6,19.63,3.60,,,,,
267,03/26/13 01:59:10 PM,14210.8,14334.9,19.64,3.60,,,,,
268,03/26/13 01:59:15 PM,14302.3,14424.3,19.64,3.60,,,,,
269,03/26/13 01:59:20 PM,14315.0,14437.9,19.64,3.60,,,,,
270,03/26/13 01:59:25 PM,14326.3,14452.9,19.66,3.60,,,,,
271,03/26/13 01:59:30 PM,14339.1,14457.8,19.64,3.60,,,,,
272,03/26/13 01:59:35 PM,14315.0,14428.0,19.64,3.60,,,,,
273,03/26/13 01:59:40 PM,14295.3,14419.3,19.66,3.60,,,,,
274,03/26/13 01:59:45 PM,14185.5,14296.5,19.63,3.60,,,,,
275,03/26/13 01:59:50 PM,7819.1,7667.1,19.49,3.60,,,,,
276,03/26/13 01:59:55 PM,3277.4,3377.8,19.11,3.60,,,,,
277,03/26/13 02:00:00 PM,2009.0,2045.7,18.75,3.60,,,,,
278,03/26/13 02:00:05 PM,1211.4,1190.4,18.43,3.60,,,,,
279,03/26/13 02:00:10 PM,1139.3,1112.5,18.34,3.60,,,,,
280,03/26/13 02:00:15 PM,1133.7,1107.0,18.31,3.60,,,,,
281,03/26/13 02:00:20 PM,1133.7,1107.6,18.33,3.60,,,,,
282,03/26/13 02:00:25 PM,1131.0,1104.6,18.24,3.60,,,,,
283,03/26/13 02:00:30 PM,1131.5,1105.2,18.29,3.60,,,,,
284,03/26/13 02:00:35 PM,1132.6,1105.2,18.30,3.60,,,,,
285,03/26/13 02:00:40 PM,1132.6,1105.2,18.30,3.60,,,,,
286,03/26/13 02:00:45 PM,1131.5,1105.2,18.30,3.60,,,,,
287,03/26/13 02:00:50 PM,1131.5,1104.6,18.26,3.60,,,,,
288,03/26/13 02:00:55 PM,1130.4,1103.4,18.22,3.60,,,,,
289,03/26/13 02:01:00 PM,1131.0,1104.0,18.24,3.60,,,,,
290,03/26/13 02:01:05 PM,1130.4,1104.0,18.22,3.60,,,,,
291,03/26/13 02:01:10 PM,1131.0,1104.0,18.23,3.60,,,,,
292,03/26/13 02:01:15 PM,1131.0,1103.4,18.20,3.60,,,,,
293,03/26/13 02:01:20 PM,1130.4,1102.8,18.20,3.60,,,,,
294,03/26/13 02:01:25 PM,1130.4,1104.0,18.20,3.60,,,,,
295,03/26/13 02:01:30 PM,1129.9,1102.8,18.22,3.60,,,,,
296,03/26/13 02:01:35 PM,1129.9,1102.8,18.20,3.60,,,,,
297,03/26/13 02:01:40 PM,1138.2,1111.9,18.22,3.60,,,,,
298,03/26/13 02:01:45 PM,1677.3,1692.7,18.38,3.60,,,,,
299,03/26/13 02:01:50 PM,2817.6,2911.9,18.76,3.60,,,,,
300,03/26/13 02:01:55 PM,2947.7,3044.0,18.84,3.60,,,,,
301,03/26/13 02:02:00 PM,3184.7,3284.0,18.98,3.60,,,,,
302,03/26/13 02:02:05 PM,2933.7,3031.9,18.91,3.60,,,,,
303,03/26/13 02:02:10 PM,2998.8,3097.0,18.93,3.60,,,,,
304,03/26/13 02:02:15 PM,3546.4,3651.3,19.07,3.60,,,,,
305,03/26/13 02:02:20 PM,8968.6,8921.1,19.33,3.60,,,,,
306,03/26/13 02:02:25 PM,10265.3,10236.1,19.35,3.60,,,,,
307,03/26/13 02:02:30 PM,10547.0,10516.4,19.35,3.60,,,,,
308,03/26/13 02:02:35 PM,10547.0,10512.2,19.33,3.60,,,,,
309,03/26/13 02:02:40 PM,11109.8,11117.9,19.33,3.60,,,,,
310,03/26/13 02:02:45 PM,11789.0,11859.5,19.35,3.60,,,,,
311,03/26/13 02:02:50 PM,11930.6,11977.4,19.40,3.60,,,,,
312,03/26/13 02:02:55 PM,11466.6,11479.6,19.39,3.60,,,,,
313,03/26/13 02:03:00 PM,13853.6,13983.3,19.50,3.60,,,,,
314,03/26/13 02:03:05 PM,14236.1,14370.9,19.59,3.60,,,,,
315,03/26/13 02:03:10 PM,14340.5,14452.9,19.60,3.60,,,,,
316,03/26/13 02:03:15 PM,14353.2,14472.8,19.60,3.60,,,,,
317,03/26/13 02:03:20 PM,14415.7,14538.8,19.59,3.60,,,,,
318,03/26/13 02:03:25 PM,14555.5,14668.7,19.57,3.60,,,,,
319,03/26/13 02:03:30 PM,14567.0,14688.7,19.56,3.60,,,,,
320,03/26/13 02:03:35 PM,14607.2,14718.8,19.56,3.60,,,,,
321,03/26/13 02:03:40 PM,14671.9,14781.5,19.56,3.60,,,,,
322,03/26/13 02:03:45 PM,14768.9,14888.3,19.54,3.60,,,,,
323,03/26/13 02:03:50 PM,14948.2,15081.3,19.53,3.60,,,,,
324,03/26/13 02:03:55 PM,15257.1,15384.7,19.53,3.60,,,,,
325,03/26/13 02:04:00 PM,15391.9,15517.4,19.53,3.60,,,,,
326,03/26/13 02:04:05 PM,15425.0,15527.6,19.53,3.60,,,,,
327,03/26/13 02:04:10 PM,15434.0,15551.9,19.53,3.60,,,,,
328,03/26/13 02:04:15 PM,15477.7,15594.1,19.53,3.60,,,,,
329,03/26/13 02:04:20 PM,15527.6,15623.6,19.53,3.60,,,,,
330,03/26/13 02:04:25 PM,15518.5,15633.8,19.53,3.60,,,,,
331,03/26/13 02:04:30 PM,15541.3,15637.7,19.53,3.60,,,,,
332,03/26/13 02:04:35 PM,15532.2,15628.7,19.54,3.60,,,,,
333,03/26/13 02:04:40 PM,15518.5,15638.9,19.53,3.60,,,,,
334,03/26/13 02:04:45 PM,15524.6,15627.4,19.53,3.60,,,,,
335,03/26/13 02:04:50 PM,15504.9,15622.3,19.53,3.60,,,,,
336,03/26/13 02:04:55 PM,15509.5,15613.3,19.52,3.60,,,,,
337,03/26/13 02:05:00 PM,15461.1,15572.4,19.53,3.60,,,,,
338,03/26/13 02:05:05 PM,15474.7,15586.4,19.53,3.60,,,,,
339,03/26/13 02:05:10 PM,15524.6,15644.1,19.53,3.60,,,,,
340,03/26/13 02:05:15 PM,15545.8,15645.4,19.53,3.60,,,,,
341,03/26/13 02:05:20 PM,15545.8,15636.4,19.54,3.60,,,,,
342,03/26/13 02:05:25 PM,15559.4,15651.8,19.53,3.60,,,,,
343,03/26/13 02:05:30 PM,15568.6,15665.9,19.54,3.60,,,,,
344,03/26/13 02:05:35 PM,15588.3,15694.1,19.52,3.60,,,,,
