"Plot Title: 10274764"
"#","Date Time, GMT+01:00","Low Range, μS/cm (LGR S/N: 10274764, SEN S/N: 10274764)","High Range, μS/cm (LGR S/N: 10274764, SEN S/N: 10274764)","Temp, °C (LGR S/N: 10274764, SEN S/N: 10274764)","Batt, V (LGR S/N: 10274764, SEN S/N: 10274764)","Coupler Detached (LGR S/N: 10274764)","Coupler Attached (LGR S/N: 10274764)","Host Connected (LGR S/N: 10274764)","Stopped (LGR S/N: 10274764)","End Of File (LGR S/N: 10274764)"
57,03/27/13 11:17:06 AM,0.0,0.0,28.91,3.60,,,,,
58,03/27/13 11:17:08 AM,0.0,0.0,28.89,3.60,,,,,
59,03/27/13 11:17:10 AM,0.0,0.0,28.88,3.60,,,,,
60,03/27/13 11:17:12 AM,0.0,0.0,28.87,3.60,,,,,
61,03/27/13 11:17:14 AM,0.0,0.0,28.85,3.60,,,,,
62,03/27/13 11:17:16 AM,0.0,0.0,28.84,3.60,,,,,
63,03/27/13 11:17:18 AM,0.0,0.0,28.84,3.60,,,,,
64,03/27/13 11:17:20 AM,0.0,0.0,28.81,3.60,,,,,
65,03/27/13 11:17:22 AM,0.0,0.0,28.81,3.60,,,,,
66,03/27/13 11:17:24 AM,0.0,0.0,28.80,3.60,,,,,
67,03/27/13 11:17:26 AM,0.0,0.0,28.80,3.60,,,,,
68,03/27/13 11:17:28 AM,0.0,0.0,28.77,3.60,,,,,
69,03/27/13 11:17:30 AM,0.0,0.0,28.77,3.60,,,,,
70,03/27/13 11:17:32 AM,0.0,0.0,28.77,3.60,,,,,
71,03/27/13 11:17:34 AM,0.0,0.0,28.77,3.60,,,,,
72,03/27/13 11:17:36 AM,0.0,0.0,28.75,3.60,,,,,
73,03/27/13 11:17:38 AM,0.0,0.0,28.77,3.60,,,,,
74,03/27/13 11:17:40 AM,0.0,0.0,28.77,3.60,,,,,
75,03/27/13 11:17:42 AM,0.0,0.0,28.75,3.60,,,,,
76,03/27/13 11:17:44 AM,0.0,0.0,28.74,3.60,,,,,
77,03/27/13 11:17:46 AM,0.0,0.0,28.74,3.60,,,,,
78,03/27/13 11:17:48 AM,0.0,0.0,28.73,3.60,,,,,
79,03/27/13 11:17:50 AM,0.0,0.0,28.73,3.60,,,,,
80,03/27/13 11:17:52 AM,0.0,0.0,28.68,3.60,,,,,
81,03/27/13 11:17:54 AM,0.0,0.0,28.70,3.60,,,,,
82,03/27/13 11:17:56 AM,0.0,0.0,28.70,3.60,,,,,
83,03/27/13 11:17:58 AM,0.0,0.0,28.67,3.60,,,,,
84,03/27/13 11:18:00 AM,0.0,0.0,28.66,3.60,,,,,
85,03/27/13 11:18:02 AM,0.0,0.0,28.61,3.60,,,,,
86,03/27/13 11:18:04 AM,0.0,0.0,28.61,3.60,,,,,
87,03/27/13 11:18:06 AM,0.0,0.0,28.60,3.60,,,,,
88,03/27/13 11:18:08 AM,0.0,0.0,28.61,3.60,,,,,
89,03/27/13 11:18:10 AM,0.0,0.0,28.63,3.60,,,,,
90,03/27/13 11:18:12 AM,0.0,0.0,28.63,3.60,,,,,
91,03/27/13 11:18:14 AM,0.0,0.0,28.63,3.60,,,,,
92,03/27/13 11:18:16 AM,0.0,0.0,28.61,3.60,,,,,
93,03/27/13 11:18:18 AM,0.0,0.0,28.61,3.60,,,,,
94,03/27/13 11:18:20 AM,0.0,0.0,28.61,3.60,,,,,
95,03/27/13 11:18:22 AM,0.0,0.0,28.59,3.60,,,,,
96,03/27/13 11:18:24 AM,0.0,0.0,28.56,3.60,,,,,
97,03/27/13 11:18:26 AM,0.0,0.0,28.54,3.60,,,,,
98,03/27/13 11:18:28 AM,0.0,0.0,28.52,3.60,,,,,
99,03/27/13 11:18:30 AM,0.0,0.0,28.49,3.60,,,,,
100,03/27/13 11:18:32 AM,0.0,0.0,28.39,3.60,,,,,
101,03/27/13 11:18:34 AM,0.0,0.0,28.36,3.60,,,,,
102,03/27/13 11:18:36 AM,0.0,0.0,28.33,3.60,,,,,
103,03/27/13 11:18:38 AM,0.0,0.0,28.35,3.60,,,,,
104,03/27/13 11:18:40 AM,0.0,0.0,28.33,3.60,,,,,
105,03/27/13 11:18:42 AM,0.0,0.0,28.33,3.60,,,,,
106,03/27/13 11:18:44 AM,0.0,0.0,28.32,3.60,,,,,
107,03/27/13 11:18:46 AM,0.0,0.0,28.31,3.60,,,,,
108,03/27/13 11:18:48 AM,0.0,0.0,28.31,3.60,,,,,
109,03/27/13 11:18:50 AM,0.0,0.0,28.28,3.60,,,,,
110,03/27/13 11:18:52 AM,0.0,0.0,28.29,3.60,,,,,
111,03/27/13 11:18:54 AM,0.0,0.0,28.29,3.60,,,,,
112,03/27/13 11:18:56 AM,0.0,0.0,28.29,3.60,,,,,
113,03/27/13 11:18:58 AM,0.0,0.0,28.29,3.60,,,,,
114,03/27/13 11:19:00 AM,0.0,0.0,28.29,3.60,,,,,
115,03/27/13 11:19:02 AM,0.0,0.0,28.29,3.60,,,,,
116,03/27/13 11:19:04 AM,0.0,0.0,28.29,3.60,,,,,
117,03/27/13 11:19:06 AM,0.0,0.0,28.26,3.60,,,,,
118,03/27/13 11:19:08 AM,0.0,0.0,28.25,3.60,,,,,
119,03/27/13 11:19:10 AM,0.0,0.0,28.24,3.60,,,,,
120,03/27/13 11:19:12 AM,0.0,0.0,28.22,3.60,,,,,
121,03/27/13 11:19:14 AM,0.0,0.0,28.24,3.60,,,,,
122,03/27/13 11:19:16 AM,0.0,0.0,28.22,3.60,,,,,
123,03/27/13 11:19:18 AM,0.0,0.0,28.21,3.60,,,,,
124,03/27/13 11:19:20 AM,0.0,0.0,28.19,3.60,,,,,
125,03/27/13 11:19:22 AM,0.0,0.0,28.18,3.60,,,,,
126,03/27/13 11:19:24 AM,0.0,0.0,28.18,3.60,,,,,
127,03/27/13 11:19:26 AM,0.0,0.0,28.18,3.60,,,,,
128,03/27/13 11:19:28 AM,0.0,0.0,28.17,3.60,,,,,
129,03/27/13 11:19:30 AM,0.0,0.0,28.17,3.60,,,,,
130,03/27/13 11:19:32 AM,0.0,0.0,28.15,3.60,,,,,
131,03/27/13 11:19:34 AM,0.0,0.0,28.14,3.60,,,,,
132,03/27/13 11:19:36 AM,0.0,0.0,28.14,3.60,,,,,
133,03/27/13 11:19:38 AM,0.0,0.0,28.14,3.60,,,,,
134,03/27/13 11:19:40 AM,0.0,0.0,28.12,3.60,,,,,
135,03/27/13 11:19:42 AM,0.0,0.0,28.10,3.60,,,,,
136,03/27/13 11:19:44 AM,0.0,0.0,28.07,3.60,,,,,
137,03/27/13 11:19:46 AM,0.0,0.0,28.07,3.60,,,,,
138,03/27/13 11:19:48 AM,0.0,0.0,28.08,3.60,,,,,
139,03/27/13 11:19:50 AM,0.0,0.0,28.08,3.60,,,,,
140,03/27/13 11:19:52 AM,0.0,0.0,28.07,3.60,,,,,
141,03/27/13 11:19:54 AM,0.0,0.0,28.07,3.60,,,,,
142,03/27/13 11:19:56 AM,0.0,0.0,28.07,3.60,,,,,
143,03/27/13 11:19:58 AM,0.0,0.0,28.05,3.60,,,,,
144,03/27/13 11:20:00 AM,0.0,0.0,28.05,3.60,,,,,
145,03/27/13 11:20:02 AM,0.0,0.0,28.05,3.60,,,,,
146,03/27/13 11:20:04 AM,0.0,0.0,28.05,3.60,,,,,
147,03/27/13 11:20:06 AM,0.0,0.0,28.04,3.60,,,,,
148,03/27/13 11:20:08 AM,0.0,0.0,28.03,3.60,,,,,
149,03/27/13 11:20:10 AM,0.0,0.0,28.03,3.60,,,,,
150,03/27/13 11:20:12 AM,0.0,0.0,28.01,3.60,,,,,
151,03/27/13 11:20:14 AM,0.0,0.0,28.01,3.60,,,,,
152,03/27/13 11:20:16 AM,0.0,0.0,27.98,3.60,,,,,
153,03/27/13 11:20:18 AM,0.0,0.0,27.98,3.60,,,,,
154,03/27/13 11:20:20 AM,0.0,0.0,27.98,3.60,,,,,
155,03/27/13 11:20:22 AM,0.0,0.0,27.97,3.60,,,,,
156,03/27/13 11:20:24 AM,0.0,0.0,27.97,3.60,,,,,
157,03/27/13 11:20:26 AM,0.0,0.0,27.97,3.60,,,,,
158,03/27/13 11:20:28 AM,0.0,0.0,27.97,3.60,,,,,
159,03/27/13 11:20:30 AM,0.0,0.0,27.96,3.60,,,,,
160,03/27/13 11:20:32 AM,0.0,0.0,27.96,3.60,,,,,
161,03/27/13 11:20:34 AM,0.0,0.0,27.94,3.60,,,,,
162,03/27/13 11:20:36 AM,0.0,0.0,27.94,3.60,,,,,
163,03/27/13 11:20:38 AM,0.0,0.0,27.94,3.60,,,,,
164,03/27/13 11:20:40 AM,0.0,0.0,27.94,3.60,,,,,
165,03/27/13 11:20:42 AM,0.0,0.0,27.93,3.60,,,,,
166,03/27/13 11:20:44 AM,0.0,0.0,27.91,3.60,,,,,
167,03/27/13 11:20:46 AM,0.0,0.0,27.90,3.60,,,,,
168,03/27/13 11:20:48 AM,0.0,0.0,27.89,3.60,,,,,
169,03/27/13 11:20:50 AM,0.0,0.0,27.89,3.60,,,,,
170,03/27/13 11:20:52 AM,0.0,0.0,27.89,3.60,,,,,
171,03/27/13 11:20:54 AM,0.0,0.0,27.87,3.60,,,,,
172,03/27/13 11:20:56 AM,0.0,0.0,27.87,3.60,,,,,
173,03/27/13 11:20:58 AM,0.0,0.0,27.86,3.60,,,,,
174,03/27/13 11:21:00 AM,0.0,0.0,27.85,3.60,,,,,
175,03/27/13 11:21:02 AM,0.0,0.0,27.83,3.60,,,,,
176,03/27/13 11:21:04 AM,0.0,0.0,27.82,3.60,,,,,
177,03/27/13 11:21:06 AM,0.0,0.0,27.80,3.60,,,,,
178,03/27/13 11:21:08 AM,0.0,0.0,27.78,3.60,,,,,
179,03/27/13 11:21:10 AM,0.0,0.0,27.76,3.60,,,,,
180,03/27/13 11:21:12 AM,0.0,0.0,27.76,3.60,,,,,
181,03/27/13 11:21:14 AM,0.0,0.0,27.75,3.60,,,,,
182,03/27/13 11:21:16 AM,0.0,0.0,27.73,3.60,,,,,
183,03/27/13 11:21:18 AM,0.0,0.0,27.75,3.60,,,,,
184,03/27/13 11:21:20 AM,0.0,0.0,27.71,3.60,,,,,
185,03/27/13 11:21:22 AM,0.0,0.0,27.71,3.60,,,,,
186,03/27/13 11:21:24 AM,0.0,0.0,27.69,3.60,,,,,
187,03/27/13 11:21:26 AM,0.0,0.0,27.66,3.60,,,,,
188,03/27/13 11:21:28 AM,0.0,0.0,27.66,3.60,,,,,
189,03/27/13 11:21:30 AM,0.0,0.0,27.65,3.60,,,,,
190,03/27/13 11:21:32 AM,0.0,0.0,27.66,3.60,,,,,
191,03/27/13 11:21:34 AM,0.0,0.0,27.66,3.60,,,,,
192,03/27/13 11:21:36 AM,0.0,0.0,27.64,3.60,,,,,
193,03/27/13 11:21:38 AM,0.0,0.0,27.61,3.60,,,,,
194,03/27/13 11:21:40 AM,0.0,0.0,27.58,3.60,,,,,
195,03/27/13 11:21:42 AM,0.0,0.0,27.58,3.60,,,,,
196,03/27/13 11:21:44 AM,0.0,0.0,27.58,3.60,,,,,
197,03/27/13 11:21:46 AM,0.0,0.0,27.59,3.60,,,,,
198,03/27/13 11:21:48 AM,0.0,0.0,27.59,3.60,,,,,
199,03/27/13 11:21:50 AM,0.0,0.0,27.58,3.60,,,,,
200,03/27/13 11:21:52 AM,0.0,0.0,27.58,3.60,,,,,
201,03/27/13 11:21:54 AM,0.0,0.0,27.57,3.60,,,,,
202,03/27/13 11:21:56 AM,0.0,0.0,27.58,3.60,,,,,
203,03/27/13 11:21:58 AM,0.0,0.0,27.58,3.60,,,,,
204,03/27/13 11:22:00 AM,0.0,0.0,27.58,3.60,,,,,
205,03/27/13 11:22:02 AM,0.0,0.0,27.58,3.60,,,,,
206,03/27/13 11:22:04 AM,0.0,0.0,27.57,3.60,,,,,
207,03/27/13 11:22:06 AM,0.0,0.0,27.57,3.60,,,,,
208,03/27/13 11:22:08 AM,0.0,0.0,27.57,3.60,,,,,
209,03/27/13 11:22:10 AM,0.0,0.0,27.54,3.60,,,,,
210,03/27/13 11:22:12 AM,0.0,0.0,27.50,3.60,,,,,
211,03/27/13 11:22:14 AM,0.0,0.0,27.50,3.60,,,,,
212,03/27/13 11:22:16 AM,0.0,0.0,27.50,3.60,,,,,
213,03/27/13 11:22:18 AM,0.0,0.0,27.44,3.60,,,,,
214,03/27/13 11:22:20 AM,0.0,0.0,27.41,3.60,,,,,
215,03/27/13 11:22:22 AM,0.0,0.0,27.40,3.60,,,,,
216,03/27/13 11:22:24 AM,0.0,0.0,27.41,3.60,,,,,
217,03/27/13 11:22:26 AM,0.0,0.0,27.40,3.60,,,,,
218,03/27/13 11:22:28 AM,0.0,0.0,27.40,3.60,,,,,
219,03/27/13 11:22:30 AM,0.0,0.0,27.40,3.60,,,,,
220,03/27/13 11:22:32 AM,0.0,0.0,27.38,3.60,,,,,
221,03/27/13 11:22:34 AM,0.0,0.0,27.37,3.60,,,,,
222,03/27/13 11:22:36 AM,0.0,0.0,27.37,3.60,,,,,
223,03/27/13 11:22:38 AM,0.0,0.0,27.37,3.60,,,,,
224,03/27/13 11:22:40 AM,0.0,0.0,27.37,3.60,,,,,
225,03/27/13 11:22:42 AM,0.0,0.0,27.37,3.60,,,,,
226,03/27/13 11:22:44 AM,0.0,0.0,27.36,3.60,,,,,
227,03/27/13 11:22:46 AM,0.0,0.0,27.36,3.60,,,,,
228,03/27/13 11:22:48 AM,0.0,0.0,27.36,3.60,,,,,
229,03/27/13 11:22:50 AM,0.0,0.0,27.34,3.60,,,,,
230,03/27/13 11:22:52 AM,0.0,0.0,27.33,3.60,,,,,
231,03/27/13 11:22:54 AM,0.0,0.0,27.34,3.60,,,,,
232,03/27/13 11:22:56 AM,0.0,0.0,27.33,3.60,,,,,
233,03/27/13 11:22:58 AM,0.0,0.0,27.33,3.60,,,,,
234,03/27/13 11:23:00 AM,0.0,0.0,27.31,3.60,,,,,
235,03/27/13 11:23:02 AM,0.0,0.0,27.31,3.60,,,,,
236,03/27/13 11:23:04 AM,0.0,0.0,27.30,3.60,,,,,
237,03/27/13 11:23:06 AM,0.0,0.0,27.29,3.60,,,,,
238,03/27/13 11:23:08 AM,0.0,0.0,27.29,3.60,,,,,
239,03/27/13 11:23:10 AM,0.0,0.0,27.29,3.60,,,,,
240,03/27/13 11:23:12 AM,0.0,0.0,27.29,3.60,,,,,
241,03/27/13 11:23:14 AM,0.0,0.0,27.27,3.60,,,,,
242,03/27/13 11:23:16 AM,0.0,0.0,27.26,3.60,,,,,
243,03/27/13 11:23:18 AM,0.0,0.0,27.24,3.60,,,,,
244,03/27/13 11:23:20 AM,0.0,0.0,27.23,3.60,,,,,
245,03/27/13 11:23:22 AM,0.0,0.0,27.23,3.60,,,,,
246,03/27/13 11:23:24 AM,0.0,0.0,27.23,3.60,,,,,
247,03/27/13 11:23:26 AM,0.0,0.0,27.22,3.60,,,,,
248,03/27/13 11:23:28 AM,0.0,0.0,27.22,3.60,,,,,
249,03/27/13 11:23:30 AM,0.0,0.0,27.20,3.60,,,,,
250,03/27/13 11:23:32 AM,0.0,0.0,27.20,3.60,,,,,
251,03/27/13 11:23:34 AM,0.0,0.0,27.20,3.60,,,,,
252,03/27/13 11:23:36 AM,0.0,0.0,27.17,3.60,,,,,
253,03/27/13 11:23:38 AM,0.0,0.0,27.15,3.60,,,,,
254,03/27/13 11:23:40 AM,0.0,0.0,27.13,3.60,,,,,
255,03/27/13 11:23:42 AM,0.0,0.0,27.13,3.60,,,,,
256,03/27/13 11:23:44 AM,0.0,0.0,27.13,3.60,,,,,
257,03/27/13 11:23:46 AM,0.0,0.0,27.13,3.60,,,,,
258,03/27/13 11:23:48 AM,0.0,0.0,27.15,3.60,,,,,
259,03/27/13 11:23:50 AM,0.0,0.0,27.15,3.60,,,,,
260,03/27/13 11:23:52 AM,0.0,0.0,27.15,3.60,,,,,
261,03/27/13 11:23:54 AM,0.0,0.0,27.13,3.60,,,,,
262,03/27/13 11:23:56 AM,0.0,0.0,27.12,3.60,,,,,
263,03/27/13 11:23:58 AM,0.0,0.0,27.12,3.60,,,,,
264,03/27/13 11:24:00 AM,0.0,0.0,27.10,3.60,,,,,
265,03/27/13 11:24:02 AM,0.0,0.0,27.12,3.60,,,,,
266,03/27/13 11:24:04 AM,0.0,0.0,27.12,3.60,,,,,
267,03/27/13 11:24:06 AM,0.0,0.0,27.12,3.60,,,,,
268,03/27/13 11:24:08 AM,0.0,0.0,27.12,3.60,,,,,
269,03/27/13 11:24:10 AM,0.0,0.0,27.10,3.60,,,,,
270,03/27/13 11:24:12 AM,0.0,0.0,27.10,3.60,,,,,
271,03/27/13 11:24:14 AM,0.0,0.0,27.09,3.60,,,,,
272,03/27/13 11:24:16 AM,0.0,0.0,27.09,3.60,,,,,
273,03/27/13 11:24:18 AM,0.0,0.0,27.09,3.60,,,,,
274,03/27/13 11:24:20 AM,0.0,0.0,27.09,3.60,,,,,
275,03/27/13 11:24:22 AM,0.0,0.0,27.08,3.60,,,,,
276,03/27/13 11:24:24 AM,0.0,0.0,27.06,3.60,,,,,
277,03/27/13 11:24:26 AM,0.0,0.0,27.05,3.60,,,,,
278,03/27/13 11:24:28 AM,0.0,0.0,27.05,3.60,,,,,
279,03/27/13 11:24:30 AM,0.0,0.0,27.05,3.60,,,,,
280,03/27/13 11:24:32 AM,0.0,0.0,27.05,3.60,,,,,
281,03/27/13 11:24:34 AM,0.0,0.0,27.05,3.60,,,,,
282,03/27/13 11:24:36 AM,0.0,0.0,27.05,3.60,,,,,
283,03/27/13 11:24:38 AM,0.0,0.0,27.05,3.60,,,,,
284,03/27/13 11:24:40 AM,0.0,0.0,27.03,3.60,,,,,
285,03/27/13 11:24:42 AM,0.0,0.0,27.03,3.60,,,,,
286,03/27/13 11:24:44 AM,0.0,0.0,27.03,3.60,,,,,
287,03/27/13 11:24:46 AM,0.0,0.0,27.03,3.60,,,,,
288,03/27/13 11:24:48 AM,0.0,0.0,27.03,3.60,,,,,
289,03/27/13 11:24:50 AM,0.0,0.0,27.02,3.60,,,,,
290,03/27/13 11:24:52 AM,0.0,0.0,27.01,3.60,,,,,
291,03/27/13 11:24:54 AM,0.0,0.0,27.01,3.60,,,,,
292,03/27/13 11:24:56 AM,0.0,0.0,27.01,3.60,,,,,
293,03/27/13 11:24:58 AM,0.0,0.0,27.01,3.60,,,,,
294,03/27/13 11:25:00 AM,0.0,0.0,27.01,3.60,,,,,
295,03/27/13 11:25:02 AM,0.0,0.0,27.01,3.60,,,,,
296,03/27/13 11:25:04 AM,0.0,0.0,26.99,3.60,,,,,
297,03/27/13 11:25:06 AM,0.0,0.0,26.98,3.60,,,,,
298,03/27/13 11:25:08 AM,0.0,0.0,26.96,3.60,,,,,
299,03/27/13 11:25:10 AM,0.0,0.0,26.95,3.60,,,,,
300,03/27/13 11:25:12 AM,0.0,0.0,26.94,3.60,,,,,
301,03/27/13 11:25:14 AM,0.0,0.0,26.95,3.60,,,,,
302,03/27/13 11:25:16 AM,0.0,0.0,26.94,3.60,,,,,
303,03/27/13 11:25:18 AM,0.0,0.0,26.92,3.60,,,,,
304,03/27/13 11:25:20 AM,0.0,0.0,26.92,3.60,,,,,
305,03/27/13 11:25:22 AM,0.0,0.0,26.92,3.60,,,,,
306,03/27/13 11:25:24 AM,0.0,0.0,26.92,3.60,,,,,
307,03/27/13 11:25:26 AM,0.0,0.0,26.92,3.60,,,,,
308,03/27/13 11:25:28 AM,0.0,0.0,26.92,3.60,,,,,
309,03/27/13 11:25:30 AM,0.0,0.0,26.91,3.60,,,,,
310,03/27/13 11:25:32 AM,0.0,0.0,26.92,3.60,,,,,
311,03/27/13 11:25:34 AM,0.0,0.0,26.92,3.60,,,,,
312,03/27/13 11:25:36 AM,0.0,0.0,26.91,3.60,,,,,
313,03/27/13 11:25:38 AM,0.0,0.0,26.91,3.60,,,,,
314,03/27/13 11:25:40 AM,0.0,0.0,26.91,3.60,,,,,
315,03/27/13 11:25:42 AM,0.0,0.0,26.91,3.60,,,,,
316,03/27/13 11:25:44 AM,0.0,0.0,26.91,3.60,,,,,
317,03/27/13 11:25:46 AM,0.0,0.0,26.89,3.60,,,,,
318,03/27/13 11:25:48 AM,0.0,0.0,26.89,3.60,,,,,
319,03/27/13 11:25:50 AM,0.0,0.0,26.89,3.60,,,,,
320,03/27/13 11:25:52 AM,0.0,0.0,26.89,3.60,,,,,
321,03/27/13 11:25:54 AM,0.0,0.0,26.88,3.60,,,,,
322,03/27/13 11:25:56 AM,0.0,0.0,26.88,3.60,,,,,
323,03/27/13 11:25:58 AM,0.0,0.0,26.85,3.60,,,,,
324,03/27/13 11:26:00 AM,0.0,0.0,26.85,3.60,,,,,
325,03/27/13 11:26:02 AM,0.0,0.0,26.81,3.60,,,,,
326,03/27/13 11:26:04 AM,0.0,0.0,26.77,3.60,,,,,
327,03/27/13 11:26:06 AM,0.0,0.0,26.77,3.60,,,,,
328,03/27/13 11:26:08 AM,0.0,0.0,26.77,3.60,,,,,
329,03/27/13 11:26:10 AM,0.0,0.0,26.77,3.60,,,,,
330,03/27/13 11:26:12 AM,0.0,0.0,26.77,3.60,,,,,
331,03/27/13 11:26:14 AM,0.0,0.0,26.77,3.60,,,,,
332,03/27/13 11:26:16 AM,0.0,0.0,26.77,3.60,,,,,
333,03/27/13 11:26:18 AM,0.0,0.0,26.77,3.60,,,,,
334,03/27/13 11:26:20 AM,0.0,0.0,26.75,3.60,,,,,
335,03/27/13 11:26:22 AM,0.0,0.0,26.75,3.60,,,,,
336,03/27/13 11:26:24 AM,0.0,0.0,26.75,3.60,,,,,
337,03/27/13 11:26:26 AM,0.0,0.0,26.75,3.60,,,,,
338,03/27/13 11:26:28 AM,0.0,0.0,26.75,3.60,,,,,
339,03/27/13 11:26:30 AM,0.0,0.0,26.75,3.60,,,,,
340,03/27/13 11:26:32 AM,0.0,0.0,26.74,3.60,,,,,
341,03/27/13 11:26:34 AM,0.0,0.0,26.74,3.60,,,,,
342,03/27/13 11:26:36 AM,0.0,0.0,26.73,3.60,,,,,
343,03/27/13 11:26:38 AM,0.0,0.0,26.73,3.60,,,,,
344,03/27/13 11:26:40 AM,0.0,0.0,26.73,3.60,,,,,
345,03/27/13 11:26:42 AM,0.0,0.0,26.73,3.60,,,,,
346,03/27/13 11:26:44 AM,0.0,0.0,26.74,3.60,,,,,
347,03/27/13 11:26:46 AM,0.0,0.0,26.73,3.60,,,,,
348,03/27/13 11:26:48 AM,0.0,0.0,26.73,3.60,,,,,
349,03/27/13 11:26:50 AM,0.0,0.0,26.73,3.60,,,,,
350,03/27/13 11:26:52 AM,0.0,0.0,26.73,3.60,,,,,
351,03/27/13 11:26:54 AM,0.0,0.0,26.73,3.60,,,,,
352,03/27/13 11:26:56 AM,0.0,0.0,26.73,3.60,,,,,
353,03/27/13 11:26:58 AM,0.0,0.0,26.70,3.60,,,,,
354,03/27/13 11:27:00 AM,0.0,0.0,26.69,3.60,,,,,
